taxon	committed_n	A_n	B_n	committed_p	A_p	B_p	committed_b	B_b	committed_se	B_se	committed_p_egger	A_p_egger	B_p_egger	committed_q_p	A_q_p	B_q_p	reproduces_A	reproduces_B
genus.Anaerofilum.id.2053	10	11	10	0.1159917896933985	0.20011294628362009	0.11599178969339849		-0.07529336839443655		0.047901962461028666	0.1467582137353414	0.26807831298753776	0.14675821373534137	0.376217435759178	0.3372628780458309	0.3762174357591778	False	True
class.Gammaproteobacteria.id.3303	7	8	7	0.1183722556924748	0.14932526885361222	0.1183722556924748		0.16237458333010096		0.10397680263075099	0.5118039377529517	0.20292547273260284	0.5118039377529514	0.3628464413116771	0.40632131904028884	0.3628464413116769	False	True
family.Prevotellaceae.id.960	16	16	16	0.129885649513473	0.059970046741564524	0.129885649513473		-0.11408500744115678		0.07532586155013442	0.0276988084076188	0.25822039728318624	0.027698808407618614	0.081274958540528	0.08127495854052798	0.08127495854052798	False	True
genus.Howardella.id.2000	10	11	10	0.1324919347508834	0.18048103867762244	0.1324919347508835		-0.06246936925236895		0.04152589246027589	0.684769151306984	0.9404445032093827	0.6847691513069837	0.2676144274242581	0.1911763385552092	0.2676144274242581	False	True
family.Peptostreptococcaceae.id.2042	13	14	13	0.1338824958076868	0.13087074776406646	0.1338824958076868		-0.10717554334950395		0.07149965725080752	0.4347510265107899	0.46909203791431886	0.43475102651079006	0.1806883326231285	0.17358257822040524	0.1806883326231287	False	True
genus.Roseburia.id.2012	14	16	14	0.1376505498152619	0.034497439468146866	0.1376505498152619		-0.1628758499154056		0.10971046333450672	0.9610127099740776	0.24164696108423842	0.9610127099740792	0.0055493894122485	0.008441702154837439	0.005549389412248588	False	True
genus.Coprococcus2.id.11302	9	11	9	0.1399514170867796	0.7080431293052276	0.13995141708677963		-0.11571096025658278		0.07839644830473501	0.5690968913630872	0.8213185718946657	0.5690968913630868	0.3210576876426189	0.022321220738547944	0.32105768764261894	False	True
genus.Turicibacter.id.2162	10	12	10	0.1539824226418205	0.43021693383704784	0.1539824226418206		-0.08505568446935473		0.059662873490197714	0.464827155923538	0.5098012634173459	0.46482715592353835	0.8018574259931528	0.3601163297691768	0.8018574259931527	False	True
order.Bacteroidales.id.913	12	14	12	0.1548519472051473	0.11350635826829689	0.15485194720514733		-0.11296227949657853		0.07940547281002425	0.4839410559783543	0.2398246858845262	0.4839410559783544	0.4482665282786418	0.3671407844483818	0.4482665282786418	False	True
class.Bacteroidia.id.912	12	14	12	0.1548519472051473	0.11350635826829689	0.15485194720514733		-0.11296227949657853		0.07940547281002425	0.4839410559783543	0.2398246858845262	0.4839410559783544	0.4482665282786418	0.3671407844483818	0.4482665282786418	False	True
order.Selenomonadales.id.2165	12	13	12	0.1552247453590418	0.18003807466354904	0.1552247453590418		-0.11810119244312177		0.08309281270585735	0.5671265153516462	0.24702585387085646	0.5671265153516464	0.3274455811305276	0.35468659648613476	0.32744558113052763	False	True
class.Negativicutes.id.2164	12	13	12	0.1552247453590418	0.18003807466354904	0.1552247453590418		-0.11810119244312177		0.08309281270585735	0.5671265153516462	0.24702585387085646	0.5671265153516464	0.3274455811305276	0.35468659648613476	0.32744558113052763	False	True
genus.DefluviitaleaceaeUCG011.id.11287	9	10	9	0.1555105391067045	0.1931710110875169	0.1555105391067046		0.09174993265593201		0.06459744581403999	0.9953918712984676	0.10890346581096447	0.9953918712984696	0.9782116348245836	0.9825117161857043	0.9782116348245836	False	True
genus.RuminococcaceaeNK4A214group.id.11358	13	14	13	0.1587900921648609	0.19513736234936707	0.15879009216486095		0.096532578559611		0.06850399899462525	0.0197662120670801	0.4398002315061437	0.019766212067080083	0.4478459476769223	0.49605659268667035	0.4478459476769221	False	True
phylum.Firmicutes.id.1672	16	17	16	0.1599823912317156	0.1232544217403008	0.15998239123171565		-0.08924212193851591		0.06351161249501919	0.0941106901474565	0.08329025941874885	0.09411069014745668	0.8580035721899493	0.8874581682318877	0.8580035721899493	False	True
genus.unknowngenus.id.2001	10	10	10	0.1609595064229287	0.13955284151924333	0.1609595064229289		0.08704313555095716		0.06209153889788582	0.2593830519544826	0.21915418509936072	0.25938305195448275	0.3507299138103791	0.3507299138103786	0.3507299138103786	False	True
family.unknownfamily.id.1000005471	13	14	13	0.1693612537808303	0.2461237442983899	0.16936125378083033		0.07809756213318389		0.05682884777429563	0.7961131950129875	0.24554628724493652	0.7961131950129882	0.6195703941553625	0.639745008405179	0.6195703941553623	False	True
genus.unknowngenus.id.1000005472	13	14	13	0.1693612537808303	0.2461237442983899	0.16936125378083033		0.07809756213318389		0.05682884777429563	0.7961131950129875	0.24554628724493652	0.7961131950129882	0.6195703941553625	0.639745008405179	0.6195703941553623	False	True
order.MollicutesRF9.id.11579	13	14	13	0.1693612537808303	0.2461237442983899	0.16936125378083033		0.07809756213318389		0.05682884777429563	0.7961131950129875	0.24554628724493652	0.7961131950129882	0.6195703941553625	0.639745008405179	0.6195703941553623	False	True
genus.Enterorhabdus.id.820	6	9	6	0.1723942884167909	0.5404956325876242	0.17239428841679116		-0.10052548959296505		0.07366929262229162	0.3593000719826199	0.5322906537749744	0.3593000719826197	0.814045532519152	0.6210123212327585	0.814045532519152	False	True
